,datetime,favorite_count,follower_count,retweet_count,screen_name,sentiment_by_sentence,text,tweet_id,unix_timestamp,username
28,28-Jun-2019 19:40:51.000000,13,3192272,7,CNBC,"['Negative', 'Neutral']",Here are the most-loved (and hated) stocks in the Dow right now. https://t.co/zKDTCMHI5q https://t.co/zt1QduZ8Bq,1144692153135841280,1561776051.0,CNBC
29,28-Jun-2019 19:38:47.000000,4,3192272,2,CNBC,"['Neutral', 'Negative', 'Neutral']","3. Bitcoin cratered Thursday, living up to its volatile reputation after hitting a 17-month high on Wednesday. https://t.co/PRX1rEjn8t https://t.co/asyMeDJ6o9",1144691635470532608,1561775927.0,CNBC
30,30-Jun-2019 04:28:05.000000,0,782456,4,nytimesbusiness,"['Negative', 'Neutral']","The U.S. and China announced a truce in the trade war, but higher tariffs appear to be likely for the indefinite future. https://t.co/gQynm2HDmv",1145187223001808896,1561894085.0,NYT Business
31,30-Jun-2019 04:04:05.000000,4,782456,2,nytimesbusiness,"['Positive', 'Neutral']","RealReal, the used fashion marketplace, is going public. One expert says the sale will test if ""this is a fad or if it has longevity"" https://t.co/iipGDKgjEx",1145181184080646144,1561892645.0,NYT Business
32,30-Jun-2019 01:18:06.000000,4,782456,4,nytimesbusiness,['Negative'],"Federal prosecutors recently subpoenaed Boeing for documents related to production processes at the Dreamliner plant in North Charleston, South Carolina https://t.co/xs4y28z2ZB",1145139413296517121,1561882686.0,NYT Business
33,30-Jun-2019 01:02:03.000000,5,782456,5,nytimesbusiness,['Negative'],The tentative peace accord President Trump reached with China's Xi Jinping could further cement a broad reshuffling of the global economic order that undermines China’s decades-long role as the world’s factory floor https://t.co/CaSUm70BNB,1145135373271687175,1561881723.0,NYT Business
34,30-Jun-2019 00:21:07.000000,4,782456,1,nytimesbusiness,['Negative'],The announcement appeared to avert for now an escalation of their multibillion-dollar tariff war that has roiled global markets and threatened the future of the world’s two largest economies https://t.co/YmurmmtrZ6,1145125071104745472,1561879267.0,NYT Business
35,29-Jun-2019 23:03:04.000000,5,782456,7,nytimesbusiness,['Negative'],"The Federal Reserve said the largest banks were generally well-prepared to withstand a severe crisis, although Credit Suisse must improve its operations https://t.co/imAIUHcVhJ",1145105430944845826,1561874584.0,NYT Business
36,29-Jun-2019 22:05:02.000000,3,782456,8,nytimesbusiness,['Negative'],"The president promised to hold off on his threat to slap new 25 percent tariffs on $300 billion in Chinese imports, and he agreed to lift some restrictions on Huawei, the Chinese technology giant at the center of a dispute between the nations https://t.co/VpmiL2O4Uh",1145090825577226240,1561871102.0,NYT Business
37,29-Jun-2019 19:44:06.000000,1,782456,4,nytimesbusiness,['Negative'],Bragging rights for the world’s hottest major stock market this year belong to an unlikely leader: President Putin of Russia https://t.co/8r084cWAp6,1145055361277321216,1561862646.0,NYT Business
38,29-Jun-2019 19:21:02.000000,7,782456,6,nytimesbusiness,['Negative'],"Most voters think President Trump's trade policies will hurt the American economy, and even Republicans think they will raise prices, a survey for The Times found https://t.co/oRXDybBFGr",1145049555412631552,1561861262.0,NYT Business
39,29-Jun-2019 18:19:01.000000,1,782456,5,nytimesbusiness,"['Neutral', 'Neutral']","Beijing agreed to buy more American farm products, but refuses to overhaul an economic model based on industrial subsidies and state-owned enterprises. https://t.co/o1USKI72Mz",1145033946671042561,1561857541.0,NYT Business
40,29-Jun-2019 16:42:04.000000,4,782456,5,nytimesbusiness,['Negative'],"Federal prosecutors recently subpoenaed Boeing for documents related to production processes at the Dreamliner plant in North Charleston, South Carolina https://t.co/PdJrcDxR3w",1145009551009361920,1561851724.0,NYT Business
41,29-Jun-2019 16:06:07.000000,6,782456,6,nytimesbusiness,"['Negative', 'Neutral']","The U.S. and China announced a truce in the trade war, but higher tariffs appear to be likely for the indefinite future. https://t.co/Tpk0ynslEx",1145000500661817345,1561849567.0,NYT Business
42,29-Jun-2019 15:46:02.000000,5,782456,4,nytimesbusiness,"['Negative', 'Neutral']","In a new survey, large majorities of Democrats and independents say the tariffs that President Trump has imposed on Chinese goods will be bad for the U.S. Even most Republicans say they will lead to higher prices. https://t.co/W1fykEiwJo",1144995449423695874,1561848362.0,NYT Business
43,29-Jun-2019 15:20:04.000000,5,782456,4,nytimesbusiness,"['Negative', 'Neutral']","The United States and China have agreed to resume trade talks, President Trump said after meeting with Xi Jinping, China’s top leader. https://t.co/WUVIZefcUJ https://t.co/sLuYe0z7ra",1144988914450608128,1561846804.0,NYT Business
44,29-Jun-2019 12:46:05.000000,4,782456,3,nytimesbusiness,['Negative'],There are signs that Americans are paying more attention to trade in this presidential race than they have in the past https://t.co/ZwkQDTJ1Wj,1144950161661190144,1561837565.0,NYT Business
45,29-Jun-2019 10:30:07.000000,0,782456,2,nytimesbusiness,"['Negative', 'Neutral', 'Neutral']","Before President Trump made trade a central issue to his 2016 campaign, surveys showed little difference between Democrats and Republicans on policy. Now  there is a big split. https://t.co/jJO8CUOogO",1144915944902410240,1561829407.0,NYT Business
46,29-Jun-2019 10:09:04.000000,3,782456,6,nytimesbusiness,['Negative'],"Though U.S. officials say moves to squeeze Huawei arose from national security concerns and are separate from the trade fight, few expect China to accept a deal to lift tariffs that does not include relief for the technology giant https://t.co/kgRSgmmkq4",1144910645793579009,1561828144.0,NYT Business
47,29-Jun-2019 07:33:02.000000,1,782456,2,nytimesbusiness,['Negative'],"As President Trump and China’s leader, Xi Jinping, try again to resolve their tariff war when they meet in Japan, they will need to figure out what to do about Huawei https://t.co/ZunQ14Eeji",1144871379508109312,1561818782.0,NYT Business
48,29-Jun-2019 07:02:03.000000,4,782456,6,nytimesbusiness,"['Negative', 'Neutral', 'Neutral']",More than two-thirds of those polled — and more than half of Republicans — said they believed that President Trump’s trade policies would cause prices to rise. That is a break from past survey. https://t.co/nunWlvWJDU,1144863584922550272,1561816923.0,NYT Business
49,29-Jun-2019 05:33:05.000000,3,782456,5,nytimesbusiness,"['Negative', 'Neutral']","In a new survey, large majorities of Democrats and independents say the tariffs that President Trump has imposed on Chinese goods will be bad for the U.S. Even most Republicans say they will lead to higher prices. https://t.co/w0RfGTwLlH",1144841194243055617,1561811585.0,NYT Business
50,29-Jun-2019 04:07:04.000000,6,782456,3,nytimesbusiness,['Negative'],"China is not expected to accept a trade deal to lift tariffs unless there’s relief for Huawei, its biggest and most internationally successful tech company https://t.co/uuEm8RHi9L",1144819547364646912,1561806424.0,NYT Business
51,28-Jun-2019 21:43:05.000000,4,782456,2,nytimesbusiness,['Negative'],The new generation of desirable autos includes specimens most serious collectors wouldn’t have sniffed at a few years ago https://t.co/7Rc7sV7tOm,1144722914828259328,1561783385.0,NYT Business
52,28-Jun-2019 21:18:02.000000,0,782456,4,nytimesbusiness,"['Negative', 'Positive']",RT @puiwingtam: Don't pay through the nose for cell service if you're traveling internationally this summer. @bxchen has more economical so…,1144716612202881031,1561781882.0,NYT Business
53,28-Jun-2019 19:45:02.000000,2,782456,4,nytimesbusiness,['Negative'],Bragging rights for the world’s hottest major stock market this year belong to an unlikely leader: President Putin of Russia https://t.co/STSnVzA5cC,1144693206052945920,1561776302.0,NYT Business
54,28-Jun-2019 19:16:04.000000,0,782456,4,nytimesbusiness,['Negative'],"RT @tiffkhsu: Franchisees say they are being pushed out through a “rigged” compliance process where, due to a conflict of interest baked in…",1144685915241111552,1561774564.0,NYT Business
55,28-Jun-2019 15:15:02.000000,1,782456,3,nytimesbusiness,['Negative'],"A majority of voters think Mr. Trump's trade policies will hurt the American economy, and even Republicans think they will raise prices, a survey for The Times finds https://t.co/a7Ya6oAsWf",1144625260727324677,1561760102.0,NYT Business
56,28-Jun-2019 12:19:04.000000,1,782456,2,nytimesbusiness,['Negative'],The Federal Aviation Administration said it had discovered a new problem with the 737 Max jet that Boeing must correct before the plane is returned to service https://t.co/NnrGG8921N,1144580975546044416,1561749544.0,NYT Business
57,28-Jun-2019 12:04:06.000000,5,782456,3,nytimesbusiness,['Negative'],"The Federal Reserve said the largest banks were generally well prepared to withstand a severe crisis, although Credit Suisse must improve its operations https://t.co/WL28KbCEnP",1144577210113843200,1561748646.0,NYT Business
58,28-Jun-2019 11:02:03.000000,4,782456,4,nytimesbusiness,['Negative'],"StockX, a website that treats coveted consumer goods like sneakers as tradable commodities, is part of a burgeoning group of online marketplaces that have turned resales of sneakers into a kind of currency — and an increasingly big business https://t.co/r9yviDTIJo",1144561594820648961,1561744923.0,NYT Business
59,28-Jun-2019 09:41:01.000000,1,782456,2,nytimesbusiness,['Neutral'],"If the U.S. and China hope to strike a trade deal, they will first have to figure out what to do about Huawei https://t.co/fsavC3TmPu",1144541200789200896,1561740061.0,NYT Business
60,28-Jun-2019 09:02:02.000000,0,782456,3,nytimesbusiness,"['Positive', 'Neutral']","RealReal, the used fashion marketplace, is going public. One expert says the sale will test if ""this is a fad or if it has longevity"" https://t.co/EijCY7px2W",1144531388743475200,1561737722.0,NYT Business
61,28-Jun-2019 08:39:03.000000,1,782456,1,nytimesbusiness,"['Negative', 'Neutral']",Google and the University of Chicago were sued over claims that the hospital shared patient data with the internet company without stripping date stamps and doctor's notes. https://t.co/IEFEdMggEu,1144525607834984449,1561736343.0,NYT Business
62,28-Jun-2019 04:43:01.000000,2,782456,2,nytimesbusiness,['Negative'],"What you need to know about price-fixing claims against chicken producers, and why the government may be interested https://t.co/iP3lNLCLfN",1144466205094191114,1561722181.0,NYT Business
63,28-Jun-2019 04:21:04.000000,4,782456,4,nytimesbusiness,['Negative'],The new generation of desirable autos includes specimens most serious collectors wouldn’t have sniffed at a few years ago https://t.co/U7ixlpdbYC,1144460683108474880,1561720864.0,NYT Business
64,28-Jun-2019 04:02:04.000000,1,782456,3,nytimesbusiness,['Negative'],"The Federal Reserve said the largest banks were generally well prepared to withstand a severe crisis, although Credit Suisse must improve its operations https://t.co/qGyqdhHLJS",1144455902080012295,1561719724.0,NYT Business
65,28-Jun-2019 03:39:06.000000,1,782456,1,nytimesbusiness,"['Positive', 'Neutral']","RealReal, the used fashion marketplace, is going public. One expert says the sale will test if ""this is a fad or if it has longevity"" https://t.co/stdbydZDcx",1144450119905021952,1561718346.0,NYT Business
66,28-Jun-2019 01:03:03.000000,4,782456,9,nytimesbusiness,['Negative'],"As President Trump prepares for a pivotal meeting with President Xi Jinping of China, both countries are insisting that they do not need to compromise to bring a bruising trade war to an end https://t.co/6xGX9pAcMB",1144410851841060864,1561708983.0,NYT Business
67,27-Jun-2019 22:21:03.000000,2,782456,2,nytimesbusiness,"['Positive', 'Neutral', 'Neutral']","RealReal, the used fashion marketplace, is going public. One expert says the sale will test if ""this is a fad or if it has longevity."" https://t.co/JZ6Shh3lad",1144370083340460032,1561699263.0,NYT Business
68,27-Jun-2019 21:15:06.000000,1,782456,4,nytimesbusiness,['Negative'],"As President Trump prepares for a pivotal meeting with President Xi Jinping of China, both countries are insisting that they do not need to compromise to bring a bruising trade war to an end https://t.co/Z4b7S9oPzy",1144353486513037312,1561695306.0,NYT Business
69,27-Jun-2019 20:47:52.000000,1,782456,4,nytimesbusiness,['Negative'],"The Federal Reserve said the largest banks were generally well prepared to withstand a severe crisis, although Credit Suisse must improve its operations https://t.co/fXl5IZ6rej",1144346629799129096,1561693672.0,NYT Business
70,27-Jun-2019 19:18:00.000000,0,782456,4,nytimesbusiness,['Negative'],"RT @sapna: buy low(tops), sell high(tops) – perfect headline for StockX’s new $1 billion valuation https://t.co/ndWBHiKDux via @eringriffith",1144324015378575361,1561688280.0,NYT Business
71,27-Jun-2019 16:06:04.000000,0,782456,2,nytimesbusiness,['Negative'],The new generation of desirable autos includes specimens most serious collectors wouldn’t have sniffed at a few years ago https://t.co/wtDEcqVYfZ,1144275714323222528,1561676764.0,NYT Business
72,27-Jun-2019 15:00:12.000000,2,782456,2,nytimesbusiness,"['Negative', 'Negative', 'Neutral']",Why have the markets punished Bristol-Myers and AbbVie? Part of the reason appears to concerns that the companies are spending a lot on acquisitions that may not deliver the next blockbuster drug. https://t.co/6yUUSjtTbM,1144259139247456256,1561672812.0,NYT Business
73,27-Jun-2019 14:44:05.000000,0,782456,65,nytimesbusiness,['Neutral'],RT @sapna: there’s an intense focus on brands that do business with federal border facilities following reports of migrant children living…,1144255080868327424,1561671845.0,NYT Business
74,27-Jun-2019 13:03:01.000000,2,782456,0,nytimesbusiness,"['Negative', 'Neutral']",The new generation of desirable autos includes specimens most serious collectors wouldn’t have sniffed at a few years ago. https://t.co/JeISAXOQL5,1144229648324268032,1561665781.0,NYT Business
75,27-Jun-2019 12:33:08.000000,6,782456,6,nytimesbusiness,"['Negative', 'Neutral']","President Trump said that a trade deal with China was “90 percent” done before talks collapsed, and that the United States would insist on the same provisions that were previously agreed to. https://t.co/XExXD2W3q2",1144222126196568064,1561663988.0,NYT Business
76,27-Jun-2019 11:48:34.000000,0,782456,3,nytimesbusiness,['Negative'],"RT @MattGoldstein26: Clayton Morris update: In past week, three new lawsuits filed in state and federal court against Morris Invest and Oce…",1144210913639239680,1561661314.0,NYT Business
77,27-Jun-2019 11:32:05.000000,2,782456,3,nytimesbusiness,"['Negative', 'Negative', 'Neutral']","The fervor for sneakers has been fueled by “sneakerheads” and others who regard the shoes as investment assets. All told, the market for resale sneakers and streetwear in North America is projected to reach $6 billion by 2025 from $2 billion today.  https://t.co/pTC6LRCq6I https://t.co/ulqwQBh4v1",1144206762515546114,1561660325.0,NYT Business
78,27-Jun-2019 11:04:04.000000,2,782456,2,nytimesbusiness,"['Negative', 'Negative', 'Neutral']","“My Plan B is maybe my Plan A,” President Trump said. “My Plan B is that if we don’t make a deal, I will tariff and maybe not at 25 percent, but maybe at 10 percent, but I will tariff the rest of the $600 billion that we’re talking about.” https://t.co/387yTwMEvS",1144199711492050944,1561658644.0,NYT Business
79,27-Jun-2019 10:44:25.000000,1,782456,2,nytimesbusiness,"['Negative', 'Negative', 'Neutral']",Why have the markets punished Bristol-Myers and AbbVie? Part of the reason appears to concerns that the companies are spending a lot on acquisitions that may not deliver the next blockbuster drug. https://t.co/Zw4mmAMiEu,1144194768160866304,1561657465.0,NYT Business
80,27-Jun-2019 06:31:04.000000,4,782456,1,nytimesbusiness,"['Negative', 'Neutral']",The rise of online marketplaces is now pushing sneaker retailers and brands to rethink the potential of resale sites — once deemed a quirky niche for enthusiasts — as serious distribution channels.  https://t.co/BPhO61UQmP https://t.co/DTWuR5qqA9,1144131008809377793,1561642264.0,NYT Business
81,27-Jun-2019 06:03:04.000000,4,782456,5,nytimesbusiness,"['Negative', 'Neutral']","Playing down the importance of securing a trade deal with China as he prepares to meet with its president, President Trump said he was ready to proceed with additional tariffs if negotiations failed to get back on track. https://t.co/Ftj0s05Kq1",1144123966111592450,1561640584.0,NYT Business
82,27-Jun-2019 03:32:06.000000,5,782456,0,nytimesbusiness,"['Negative', 'Neutral']","StockX, a website that treats coveted consumer goods like sneakers as tradable commodities, is part of a burgeoning group of online marketplaces that have turned resales of sneakers into a kind of currency — and an increasingly big business.  https://t.co/ZD7XS0NKAA https://t.co/l6IyHnTI11",1144085971916472320,1561631526.0,NYT Business
83,27-Jun-2019 03:08:05.000000,4,782456,8,nytimesbusiness,"['Negative', 'Neutral', 'Neutral']","While both the U.S. and China are feeling the burden of a bruising trade war, there appears to be little chance of a quick resolution. In many ways, the ability to strike a deal has gotten harder since talks collapsed in early May. https://t.co/qNhDEcxXGf",1144079927261708290,1561630085.0,NYT Business
84,27-Jun-2019 02:46:02.000000,3,782456,2,nytimesbusiness,"['Negative', 'Negative']","For sneaker brands like Nike and Adidas, sites like StockX add a twist to the ecosystem around their most desired shoes, like Jordans and Yeezys. So far, the companies have taken a hands-off stance to the online marketplaces https://t.co/N9tjYn0pVb https://t.co/f2BYvuTLxY",1144074380479225858,1561628762.0,NYT Business
85,27-Jun-2019 02:32:05.000000,0,782456,1,nytimesbusiness,"['Negative', 'Neutral']","As the Federal Reserve chair asserted his independence from the White House, President Trump responded by suggesting that nobody had heard of Jerome Powell until Mr. Trump tapped him to run the Fed. https://t.co/mcca8zzzJD https://t.co/mpBewabkiv",1144070868223582209,1561627925.0,NYT Business
86,28-Jun-2019 19:13:09.000000,0,501248,3,WSJmarkets,['Neutral'],RT @djtgallagher: Such is the state of the memory market that Western Digital can lose an estimated half of its flash supply in a power out…,1144685184450625536,1561774389.0,WSJ Markets
87,28-Jun-2019 18:45:07.000000,3,501248,10,WSJmarkets,['Negative'],HSBC’s Steven Major takes stock of this year’s rally in a Q&amp;A https://t.co/Rfe6ujucc6,1144678129946046464,1561772707.0,WSJ Markets
88,28-Jun-2019 17:45:06.000000,4,501248,2,WSJmarkets,['Negative'],"This tech stock is up about 13% this quarter, better than all the FAANG stocks except Facebook https://t.co/fCiOS2B8hd",1144663022880907267,1561769106.0,WSJ Markets
89,28-Jun-2019 17:30:37.000000,4,501248,2,WSJmarkets,"['Negative', 'Neutral']","RealReal stock opened at $28 on the Nasdaq Stock Market, a 40% premium from its initial offering price. https://t.co/ljX5AmZnRK",1144659381222596608,1561768237.0,WSJ Markets
90,28-Jun-2019 15:03:22.000000,6,501248,9,WSJmarkets,"['Negative', 'Neutral']",The traders allegedly communicated on hard-to-trace “burner” cellphones and bet on stocks and related securities ahead of deals in order to profit. https://t.co/211EG7q26M by @bradleyhope,1144622323535876098,1561759402.0,WSJ Markets
91,28-Jun-2019 14:37:04.000000,2,501248,4,WSJmarkets,"['Negative', 'Neutral']","Major stock indexes move higher ahead of the G-20 meetings this weekend, where investors will watch for signs on trade-deal progress between the U.S. and China. https://t.co/FvV3kUb7Nt",1144615704785764357,1561757824.0,WSJ Markets
92,28-Jun-2019 12:15:03.000000,2,501248,4,WSJmarkets,['Negative'],Investors are exploring ways to hedge against a potentially disappointing trade meeting between President Trump and China’s Xi Jinping https://t.co/V7GzXerCUM,1144579963124944896,1561749303.0,WSJ Markets
93,28-Jun-2019 12:07:03.000000,0,501248,5,WSJmarkets,"['Negative', 'Neutral']","RT @AaronBack: Bank dividends and buybacks are nice, but they won't help much if the economy buckles. https://t.co/8WE5MVjbNt",1144577949330489355,1561748823.0,WSJ Markets
94,28-Jun-2019 12:00:10.000000,2,501248,3,WSJmarkets,['Negative'],"Heard on the Street: Money managers are reluctant to make a definitive call on the stock market, which has pushed too much money into sectors seen as bond proxies https://t.co/WczQ2jw4wJ",1144576218441953280,1561748410.0,WSJ Markets
95,28-Jun-2019 09:18:47.000000,0,501248,10,WSJmarkets,['Positive'],"RT @Birdyword: This weekend, Vietnam is signing trade and investment pacts with Europe, which the EU calls the most ambitious ever conclude…",1144535603708485632,1561738727.0,WSJ Markets
96,28-Jun-2019 08:46:31.000000,0,501248,4,WSJmarkets,['Negative'],Asian stocks slip as G-20 begins https://t.co/iQeNYnqRkW by @AChilkoti,1144527486899937285,1561736791.0,WSJ Markets
97,28-Jun-2019 00:17:16.000000,0,501248,5,WSJmarkets,"['Negative', 'Neutral']","RT @AaronBack: Two must-read columns about the US-China trade war today. 

On the one hand, @nate_taplin on why both sides kinda need a dea…",1144399330578579456,1561706236.0,WSJ Markets
98,28-Jun-2019 00:16:17.000000,0,501248,2,WSJmarkets,['Negative'],RT @TheRealLSL: IPO Buyers Think Big With Addressable Markets - for ⁦@WSJheard⁩  https://t.co/oF9i8jpYnI,1144399080233160706,1561706177.0,WSJ Markets
99,27-Jun-2019 20:13:07.000000,3,501248,10,WSJmarkets,"['Negative', 'Neutral']",Yields on Treasury inflation-protected securities have declined to near their lowest levels in almost two years. https://t.co/sOEDbTrSWf,1144337884780072961,1561691587.0,WSJ Markets
100,27-Jun-2019 12:41:11.000000,0,501248,13,WSJmarkets,"['Negative', 'Neutral']",RT @CocoF1026: China is insisting that the U.S. remove its Huawei ban. Beijing also wants the U.S. to lift all punitive tariffs and drop ef…,1144224155560108032,1561664471.0,WSJ Markets
101,27-Jun-2019 12:40:42.000000,0,501248,5,WSJmarkets,['Negative'],RT @srussolillo: Hong Kong’s an­ti­cor­rup­tion watch­dog ar­rested a for­mer high-rank­ing of­fi­cial at the city’s stock ex­change for al…,1144224032323014657,1561664442.0,WSJ Markets
102,27-Jun-2019 12:39:41.000000,0,501248,4,WSJmarkets,['Negative'],RT @nate_taplin: Heard on the Street: A new round of tariffs would severely knock both U.S. and Chinese growth—but isn’t inevitable  https:…,1144223777783369728,1561664381.0,WSJ Markets
103,27-Jun-2019 11:45:04.000000,1,501248,1,WSJmarkets,"['Neutral', 'Neutral', 'Neutral']","What do Jane Street Capital, the United Church of Christ and San Bernardino County have in common? They are all fighting an SEC proposal they say will skew bond markets in favor of large Wall Street firms. https://t.co/rdmzuHezJ8",1144210032541782021,1561661104.0,WSJ Markets
